29.87864,-97.93277,1.205,1727617774000
29.87864,-97.93276,1.205,1727617775000
29.878635,-97.93276,1.232,1727617776000
29.878632,-97.93277,1.177,1727617777000
29.87863,-97.93277,1.259,1727617778000
29.878632,-97.93277,1.232,1727617779000
29.87863,-97.93278,1.205,1727617780000
29.87863,-97.93277,1.232,1727617781000
29.878632,-97.93277,1.177,1727617782000
29.878628,-97.93277,1.177,1727617783000
29.878595,-97.93276,1.232,1727617795000
29.8786,-97.93276,1.177,1727617796000
29.878595,-97.932755,1.205,1727617797000
29.87858,-97.93275,1.259,1727617800000
29.878578,-97.93275,1.314,1727617801000
29.878574,-97.93275,1.177,1727617802000
29.878572,-97.93275,1.232,1727617803000
29.878569,-97.932755,1.259,1727617804000
29.878561,-97.932755,1.287,1727617805000
29.87856,-97.93276,1.396,1727617806000
29.87855,-97.93277,1.369,1727617807000
29.878546,-97.93278,1.369,1727617808000
29.878538,-97.932785,1.232,1727617809000
29.878532,-97.9328,1.232,1727617810000
29.878523,-97.9328,1.123,1727617811000
29.878517,-97.93281,1.068,1727617812000
29.878513,-97.932816,0.876,1727617813000
29.878517,-97.93282,0.821,1727617814000
29.878515,-97.93283,0.821,1727617815000
29.878517,-97.93283,0.767,1727617816000
29.87852,-97.93284,0.794,1727617817000
29.878515,-97.93284,0.904,1727617818000
29.878515,-97.93284,0.876,1727617819000
29.87852,-97.93284,0.904,1727617820000
29.878525,-97.932846,0.849,1727617821000
29.878542,-97.932846,0.712,1727617823000
29.87855,-97.93285,0.821,1727617824000
29.878555,-97.93286,0.849,1727617825000
29.87856,-97.93286,0.931,1727617826000
29.878565,-97.93286,0.821,1727617827000
29.87857,-97.93286,0.876,1727617828000
29.878572,-97.93286,0.821,1727617829000
29.878574,-97.93285,0.712,1727617830000
29.878578,-97.93285,0.849,1727617831000
29.878584,-97.93285,0.767,1727617832000
29.878586,-97.932846,0.794,1727617833000
29.87859,-97.932846,0.876,1727617834000
29.878593,-97.932846,0.849,1727617835000
29.878592,-97.93284,0.958,1727617836000
29.878593,-97.93284,0.794,1727617837000
29.878597,-97.93284,0.739,1727617838000
29.878601,-97.93283,1.04,1727617839000
29.878605,-97.93282,0.958,1727617840000
29.878607,-97.932816,0.958,1727617841000
29.87861,-97.93281,0.986,1727617842000
29.878614,-97.93281,1.068,1727617843000
29.878624,-97.9328,1.232,1727617844000
29.878628,-97.93279,1.177,1727617845000
29.878632,-97.93279,1.15,1727617846000
29.878632,-97.932785,1.342,1727617847000
29.878633,-97.93279,1.314,1727617848000
29.878633,-97.93279,1.369,1727617849000
29.878635,-97.93279,1.205,1727617850000
29.878637,-97.932785,1.232,1727617851000
29.878637,-97.932785,1.15,1727617852000
29.87864,-97.932785,1.205,1727617853000
29.878637,-97.932785,1.15,1727617854000
29.87864,-97.93278,1.177,1727617855000
29.878641,-97.93277,1.314,1727617856000
29.878649,-97.93277,1.177,1727617857000
29.878653,-97.93277,1.232,1727617858000
29.878654,-97.93276,1.205,1727617859000
29.878656,-97.932755,1.177,1727617860000
29.878653,-97.932755,1.177,1727617861000
29.878654,-97.932755,1.177,1727617862000
29.878654,-97.932755,1.232,1727617863000
29.878658,-97.93275,1.013,1727617864000
29.878664,-97.93275,1.123,1727617865000
29.878666,-97.93275,1.068,1727617866000
29.878668,-97.93275,1.15,1727617867000
29.878672,-97.93275,1.04,1727617868000
29.878672,-97.93275,1.123,1727617869000
29.878672,-97.932755,1.04,1727617870000
29.878672,-97.932755,1.095,1727617871000
29.878674,-97.932755,0.986,1727617872000
29.878675,-97.93275,1.013,1727617873000
29.878675,-97.93275,1.04,1727617874000
29.878677,-97.93275,0.904,1727617875000
29.878677,-97.93275,0.876,1727617876000
29.878677,-97.93275,0.958,1727617877000
29.878677,-97.93275,1.04,1727617878000
29.87868,-97.93275,0.876,1727617879000
29.87868,-97.93275,0.794,1727617880000
29.87868,-97.93275,1.013,1727617881000
29.87868,-97.93275,0.931,1727617882000
29.87868,-97.93274,0.931,1727617883000
29.878681,-97.93274,0.876,1727617884000
29.87868,-97.93273,0.712,1727617885000
29.878681,-97.93273,0.712,1727617886000
29.878683,-97.93273,0.794,1727617887000
29.878681,-97.932724,0.794,1727617888000
29.87868,-97.93272,0.712,1727617889000
29.878681,-97.93272,0.712,1727617890000
29.878681,-97.93272,0.931,1727617891000
29.87868,-97.93272,0.849,1727617892000
29.87868,-97.93271,0.904,1727617893000
29.87868,-97.93271,0.767,1727617894000
29.87868,-97.93271,0.821,1727617895000
29.87868,-97.93271,0.958,1727617896000
29.87868,-97.93271,0.821,1727617897000
29.87868,-97.93271,0.767,1727617898000
29.87868,-97.93271,0.876,1727617899000
29.878677,-97.93271,0.739,1727617900000
29.878677,-97.93271,0.739,1727617901000
29.878677,-97.93271,0.794,1727617902000
29.878675,-97.93271,0.794,1727617903000
29.878675,-97.93271,0.767,1727617904000
29.878674,-97.93271,0.904,1727617905000
29.878674,-97.93271,0.931,1727617906000
29.878674,-97.93271,0.849,1727617907000
29.878674,-97.93271,0.986,1727617908000
29.878674,-97.93271,0.931,1727617909000
29.878672,-97.93271,0.931,1727617910000
29.878672,-97.93271,1.013,1727617911000
29.878672,-97.93271,0.904,1727617912000
29.878672,-97.93271,0.958,1727617913000
29.878672,-97.93271,0.958,1727617914000
29.878672,-97.93271,0.876,1727617915000
29.878672,-97.93271,0.821,1727617916000
29.878672,-97.93271,0.821,1727617917000
29.878674,-97.93271,1.123,1727617918000
29.878674,-97.9327,1.177,1727617919000
29.878677,-97.93271,0.904,1727617920000
29.878677,-97.93271,0.849,1727617921000
29.878675,-97.93271,0.958,1727617922000
29.878675,-97.93271,0.958,1727617923000
29.878674,-97.93271,1.095,1727617924000
29.878672,-97.93271,1.04,1727617925000
29.878672,-97.93271,1.095,1727617926000
29.878674,-97.93271,0.931,1727617927000
29.878672,-97.93271,0.849,1727617928000
29.878674,-97.93271,0.904,1727617929000
29.878674,-97.93271,0.931,1727617930000
29.878674,-97.93271,0.876,1727617931000
29.878674,-97.9327,0.904,1727617932000
29.878672,-97.9327,1.013,1727617933000
29.878674,-97.9327,1.04,1727617934000
29.878672,-97.9327,0.849,1727617935000
29.878674,-97.9327,0.849,1727617936000
29.878672,-97.9327,0.876,1727617937000
29.878672,-97.9327,0.986,1727617938000
29.878672,-97.9327,1.068,1727617939000
29.878672,-97.9327,1.04,1727617940000
29.87867,-97.9327,1.068,1727617941000
29.878668,-97.93271,1.259,1727617942000
29.878668,-97.93271,1.095,1727617943000
29.878668,-97.93272,1.15,1727617944000
29.878668,-97.93272,1.15,1727617945000
29.878668,-97.93272,1.15,1727617946000
29.878666,-97.93272,1.177,1727617947000
29.878666,-97.93272,1.123,1727617948000
29.878666,-97.93272,1.123,1727617949000
29.878666,-97.93272,1.095,1727617950000
29.878664,-97.932724,1.123,1727617951000
29.878628,-97.93274,1.123,1727617957000
29.878624,-97.93275,1.095,1727617958000
29.87861,-97.932755,1.095,1727617958000
29.878572,-97.93281,1.342,1727617962000
29.878557,-97.932816,1.314,1727617963000
29.878542,-97.93282,1.369,1727617964000
29.878532,-97.93283,1.232,1727617965000
29.878527,-97.93284,1.068,1727617966000
29.878521,-97.932846,1.04,1727617967000
29.87852,-97.93285,0.849,1727617968000
29.87852,-97.93287,0.849,1727617968000
29.878523,-97.93288,0.739,1727617970000
29.878527,-97.93288,0.794,1727617971000
29.878532,-97.93288,0.794,1727617971000
29.878534,-97.93288,0.931,1727617973000
29.878542,-97.93288,0.849,1727617974000
29.878546,-97.93288,0.821,1727617975000
29.878546,-97.93287,0.794,1727617976000
29.878546,-97.93286,0.821,1727617977000
29.878551,-97.93286,1.013,1727617978000
29.878561,-97.93285,1.15,1727617979000
29.878569,-97.93285,1.068,1727617980000
29.87857,-97.93285,1.013,1727617981000
29.878572,-97.93285,1.205,1727617982000
29.87857,-97.93285,1.342,1727617983000
29.878567,-97.93285,1.342,1727617984000
29.87857,-97.93285,1.04,1727617985000
29.878572,-97.93286,1.068,1727617986000
29.878574,-97.93286,0.958,1727617987000
29.87858,-97.93286,0.821,1727617988000
29.878584,-97.93286,0.931,1727617989000
29.878588,-97.93286,1.013,1727617990000
29.878593,-97.93286,0.767,1727617991000
29.8786,-97.93287,0.849,1727617992000
29.878605,-97.93287,0.739,1727617993000
29.878609,-97.93286,0.767,1727617994000
29.878609,-97.93286,0.849,1727617995000
29.87861,-97.93286,0.876,1727617996000
29.878613,-97.93286,0.849,1727617997000
29.878616,-97.93286,0.767,1727617998000
29.87862,-97.93286,0.849,1727617999000
29.878624,-97.93286,0.794,1727618000000
29.878626,-97.93286,0.876,1727618001000
29.878628,-97.93286,0.849,1727618002000
