29.878586,-97.93283,0.904,1727617676000
29.87859,-97.93283,0.958,1727617677000
29.87859,-97.93282,1.013,1727617678000
29.878592,-97.93282,1.013,1727617679000
29.878595,-97.932816,1.013,1727617680000
29.8786,-97.932816,1.013,1727617681000
29.878603,-97.932816,1.04,1727617682000
29.878603,-97.932816,1.013,1727617683000
29.878601,-97.932816,1.342,1727617684000
29.878601,-97.932816,1.287,1727617685000
29.878603,-97.93281,1.259,1727617686000
29.878609,-97.932816,1.205,1727617687000
29.87861,-97.932816,1.259,1727617688000
29.878613,-97.93282,1.396,1727617689000
29.878622,-97.932816,1.15,1727617690000
29.878628,-97.932816,1.177,1727617691000
29.878632,-97.932816,1.177,1727617692000
29.87863,-97.93282,1.15,1727617693000
29.878632,-97.93282,1.15,1727617694000
29.878637,-97.93282,1.123,1727617695000
29.87864,-97.93282,1.123,1727617696000
29.878645,-97.932816,1.095,1727617697000
29.878649,-97.932816,1.095,1727617698000
29.878653,-97.932816,1.15,1727617699000
29.878656,-97.932816,1.068,1727617700000
29.87866,-97.932816,1.15,1727617701000
29.878658,-97.93282,1.15,1727617702000
29.878662,-97.932816,1.205,1727617703000
29.878658,-97.93281,1.177,1727617704000
29.878656,-97.93281,1.068,1727617705000
29.878654,-97.93281,1.068,1727617706000
29.878654,-97.93281,1.013,1727617707000
29.878654,-97.9328,1.04,1727617708000
29.878653,-97.9328,1.15,1727617709000
29.878653,-97.93279,1.123,1727617710000
29.878656,-97.932785,1.15,1727617711000
29.878658,-97.932785,1.177,1727617712000
29.878666,-97.93278,1.095,1727617713000
29.87867,-97.93277,1.205,1727617714000
29.878672,-97.93277,1.177,1727617715000
29.87867,-97.93277,1.177,1727617716000
29.878668,-97.93277,1.205,1727617717000
29.878666,-97.93277,1.095,1727617718000
29.878664,-97.93277,1.205,1727617719000
29.878662,-97.93276,1.177,1727617720000
29.878662,-97.93275,1.177,1727617722000
29.878664,-97.93275,1.205,1727617723000
29.878658,-97.93275,1.205,1727617724000
29.878658,-97.93275,1.177,1727617725000
29.87866,-97.932755,1.177,1727617725000
29.878658,-97.93276,1.232,1727617728000
29.87867,-97.93276,1.259,1727617729000
29.878674,-97.93276,1.123,1727617730000
29.878668,-97.93276,1.095,1727617731000
29.878668,-97.93276,1.123,1727617732000
29.878677,-97.932755,1.123,1727617733000
29.87868,-97.932755,1.177,1727617734000
29.878677,-97.932755,1.04,1727617735000
29.878677,-97.93275,1.15,1727617736000
29.87868,-97.93275,1.15,1727617737000
29.878683,-97.93274,1.259,1727617738000
29.878685,-97.93275,1.177,1727617739000
29.878689,-97.932755,1.205,1727617740000
29.87869,-97.93276,1.068,1727617741000
29.87869,-97.93276,1.04,1727617742000
29.87869,-97.93276,1.04,1727617743000
29.87869,-97.93276,1.095,1727617744000
29.878689,-97.93276,1.04,1727617745000
29.878685,-97.93276,0.904,1727617746000
29.878683,-97.932755,0.849,1727617747000
29.878683,-97.932755,0.876,1727617748000
29.878683,-97.932755,0.739,1727617749000
29.87868,-97.93276,0.849,1727617750000
29.878674,-97.93276,0.739,1727617751000
29.87867,-97.932755,0.712,1727617753000
29.878668,-97.932755,0.849,1727617754000
29.878668,-97.932755,0.876,1727617755000
29.878668,-97.932755,1.068,1727617756000
29.878668,-97.93275,0.986,1727617757000
29.878668,-97.93275,1.095,1727617758000
29.878666,-97.93275,1.15,1727617759000
29.878666,-97.93275,1.013,1727617760000
29.878662,-97.93275,1.095,1727617761000
29.878662,-97.93275,0.986,1727617762000
29.87866,-97.93275,1.123,1727617763000
29.878658,-97.93275,1.123,1727617764000
29.878656,-97.93275,1.177,1727617765000
29.878654,-97.93275,1.177,1727617766000
29.878654,-97.932755,1.177,1727617767000
29.878654,-97.932755,1.205,1727617768000
29.878653,-97.932755,1.068,1727617769000
29.87865,-97.93276,1.123,1727617770000
29.87865,-97.93276,1.123,1727617771000
29.878649,-97.93276,1.15,1727617772000
29.878645,-97.93276,1.095,1727617773000
